date,district,Cowpea,Ground Nuts,Maize,Onion,Pepper,Rice,Sesame,Sorghum,Tomato,Water Melon,area
2000-01-01,Diinsoor,,,,,,,,5.1,,,diinsoor
2000-01-01,Doolow,,,300.0,,,,,,,,doolow
2000-01-01,El berde,,,,,,,,,,,ceel barde
2000-01-01,Garbaharey/Burdhuubo,,,165.0,,,,,3.0,,,garbahaarey
2000-01-01,Gebiley,,,,,,,,,,,gebiley
2000-01-01,Hargeysa,,,,,,,,,,,hargeysa
2000-01-01,Hobyo,,,,,,,,,,,hobyo
2000-01-01,Jalalaqsi,,,780.0,,,,,825.0,,,jalalaqsi
2000-01-01,Jamaame,,,2.1,,,,,,,,jamaame
2000-01-01,Jilib,,,1.89,,,,,320.0,,,jilib
2000-01-01,Jowhar,,,8.0,,,,,2.8,,,jowhar
2000-01-01,Kismaayo,,,400.0,,,,,,,,kismaayo
2000-01-01,Kurtunwaarey,,,4.5,,,,,,,,kurtunwaarey
2000-01-01,Luuq,,,720.0,,,,,6.0,,,luuq
2000-01-01,Marka,,,13.23,,,,,200.0,,,marka
2000-01-01,Owdweyne,,,,,,,,,,,owdweyne
2000-01-01,Qansax Dheere,,,,,,,,3.0,,,qansax dheere
2000-01-01,Qoryooley,,,5.22,,,,,90.0,,,qoryooley
2000-01-01,Rab Dhuure,,,,,,,,,,,rab dhuure
2000-01-01,Saakow,,,360.0,,,,,2.448,,,saakow
2000-01-01,Sablaale,,,1.54,,,,,,,,sablaale
2000-01-01,Sheikh,,,,,,,,,,,sheikh
2000-01-01,Tayeeglow,,,,,,,,23.0,,,tayeeglow
2000-01-01,Waajid,,,,,,,,80.0,,,waajid
2000-01-01,Wanla weyn,,,,,,,,5.25,,,wanla weyn
2000-01-01,Xarardheere,,,,,,,,,,,xarardheere
2000-01-01,Xudur,,,,,,,,10.0,,,xudur
2000-07-01,Adan Yabaal,,,,,,,,90.0,,,adan yabaal
2000-07-01,Afgooye,,,16.25,,,,,250.0,,,afgooye
2000-07-01,Afmadow,,,255.0,,,,,20.0,,,afmadow
2000-07-01,Baardheere,,,2.73,,,,,2.8,,,baardheere
2000-07-01,Badhaadhe,,,880.0,,,,,220.0,,,badhaadhe
2000-07-01,Balcad,,,3.6,,,,,1.8,,,balcad
2000-07-01,Baraawe,,,1.275,,,,,,,,baraawe
2000-07-01,Baydhaba,,,400.0,,,,,25.9,,,baydhaba
2000-07-01,Belet Weyne,,,800.0,,,,,3.2,,,belet weyne
2000-07-01,Belet Xaawo,,,300.0,,,,,40.0,,,belet xaawo
2000-07-01,Borama,,,500.0,,,,,2.04,,,borama
2000-07-01,Bu'aale,,,1.5,,,,,390.0,,,bu'aale
2000-07-01,Bulo Burto,,,700.0,,,,,1.75,,,bulo burto
2000-07-01,Burco,,,,,,,,,,,burco
2000-07-01,Buur Hakaba,,,200.0,,,,,12.5,,,buur hakaba
2000-07-01,Cadale,,,,,,,,48.0,,,cadale
2000-07-01,Ceel Bur,,,,,,,,,,,ceel buur
2000-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2000-07-01,Diinsoor,,,1.6,,,,,19.6,,,diinsoor
2000-07-01,Doolow,,,560.0,,,,,15.0,,,doolow
2000-07-01,El berde,,,,,,,,240.0,,,ceel barde
2000-07-01,Garbaharey/Burdhuubo,,,898.0,,,,,89.0,,,garbahaarey
2000-07-01,Gebiley,,,1.4,,,,,7.14,,,gebiley
2000-07-01,Hargeysa,,,465.0,,,,,2.16,,,hargeysa
2000-07-01,Hobyo,,,,,,,,,,,hobyo
2000-07-01,Jalalaqsi,,,750.0,,,,,300.0,,,jalalaqsi
2000-07-01,Jamaame,,,1.838,,,,,,,,jamaame
2000-07-01,Jilib,,,2.625,,,,,320.0,,,jilib
2000-07-01,Jowhar,,,10.4,,,,,4.5,,,jowhar
2000-07-01,Kismaayo,,,525.0,,,,,,,,kismaayo
2000-07-01,Kurtunwaarey,,,3.895,,,,,,,,kurtunwaarey
2000-07-01,Luuq,,,1.44,,,,,100.0,,,luuq
2000-07-01,Marka,,,29.0,,,,,,,,marka
2000-07-01,Owdweyne,,,9.0,,,,,252.0,,,owdweyne
2000-07-01,Qansax Dheere,,,2.0,,,,,17.5,,,qansax dheere
2000-07-01,Qoryooley,,,11.44,,,,,60.0,,,qoryooley
2000-07-01,Rab Dhuure,,,60.0,,,,,750.0,,,rab dhuure
2000-07-01,Saakow,,,1.5,,,,,1.35,,,saakow
2000-07-01,Sablaale,,,3.42,,,,,,,,sablaale
2000-07-01,Sheikh,,,,,,,,,,,sheikh
2000-07-01,Tayeeglow,,,140.0,,,,,1.95,,,tayeeglow
2000-07-01,Waajid,,,100.0,,,,,1.2,,,waajid
2000-07-01,Wanla weyn,,,,,,,,11.9,,,wanla weyn
2000-07-01,Xarardheere,,,,,,,,,,,xarardheere
2000-07-01,Xudur,,,200.0,,,,,1.65,,,xudur
2001-01-01,Adan Yabaal,,,,,,,,66.0,,,adan yabaal
2001-01-01,Afgooye,,,4.8,,,,,2.88,,,afgooye
2001-01-01,Afmadow,,,540.0,,,,,40.0,,,afmadow
2001-01-01,Baardheere,,,1.75,,,,,2.5,,,baardheere
2001-01-01,Badhaadhe,,,720.0,,,,,150.0,,,badhaadhe
2001-01-01,Balcad,,,2.8,,,,,1.1,,,balcad
2001-01-01,Baraawe,,,1.52,,,,,,,,baraawe
2001-01-01,Baydhaba,,,,,,,,8.51,,,baydhaba
2001-01-01,Belet Weyne,,,150.0,,,,,25.0,,,belet weyne
2001-01-01,Belet Xaawo,,,32.0,,,,,20.0,,,belet xaawo
2001-01-01,Borama,,,,,,,,,,,borama
2001-01-01,Bu'aale,,,180.0,,,,,255.0,,,bu'aale
2001-01-01,Bulo Burto,,,150.0,,,,,600.0,,,bulo burto
2001-01-01,Burco,,,,,,,,,,,burco
2001-01-01,Buur Hakaba,,,,,,,,4.75,,,buur hakaba
2001-01-01,Cadale,,,,,,,,36.0,,,cadale
2001-01-01,Ceel Bur,,,,,,,,,,,ceel buur
2001-01-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2001-01-01,Diinsoor,,,,,,,,10.08,,,diinsoor
2001-01-01,Doolow,,,100.0,,,,,10.0,,,doolow
2001-01-01,El berde,,,,,,,,38.0,,,ceel barde
2001-01-01,Garbaharey/Burdhuubo,,,455.0,,,,,38.0,,,garbahaarey
2001-01-01,Gebiley,,,,,,,,,,,gebiley
2001-01-01,Hargeysa,,,,,,,,,,,hargeysa
2001-01-01,Hobyo,,,,,,,,,,,hobyo
2001-01-01,Jalalaqsi,,,800.0,,,,,250.0,,,jalalaqsi
2001-01-01,Jamaame,,,180.0,,,,,,,,jamaame
2001-01-01,Jilib,,,1.08,,,,,360.0,,,jilib
2001-01-01,Jowhar,,,7.4,,,,,850.0,,,jowhar
2001-01-01,Kismaayo,,,128.0,,,,,,,,kismaayo
2001-01-01,Kurtunwaarey,,,4.29,,,,,,,,kurtunwaarey
2001-01-01,Luuq,,,540.0,,,,,50.0,,,luuq
2001-01-01,Marka,,,15.2,,,,,210.0,,,marka
2001-01-01,Owdweyne,,,,,,,,,,,owdweyne
2001-01-01,Qansax Dheere,,,,,,,,8.5,,,qansax dheere
2001-01-01,Qoryooley,,,5.95,,,,,25.0,,,qoryooley
2001-01-01,Rab Dhuure,,,8.0,,,,,180.0,,,rab dhuure
2001-01-01,Saakow,,,350.0,,,,,1.8,,,saakow
2001-01-01,Sablaale,,,700.0,,,,,,,,sablaale
2001-01-01,Sheikh,,,,,,,,,,,sheikh
2001-01-01,Tayeeglow,,,15.0,,,,,400.0,,,tayeeglow
2001-01-01,Waajid,,,15.0,,,,,255.0,,,waajid
2001-01-01,Wanla weyn,,,,,,,,1.75,,,wanla weyn
2001-01-01,Xarardheere,,,,,,,,,,,xarardheere
2001-01-01,Xudur,,,10.0,,,,,300.0,,,xudur
2001-07-01,Adan Yabaal,,,,,,,,48.0,,,adan yabaal
2001-07-01,Afgooye,,,5.6,,,,,600.0,,,afgooye
2001-07-01,Afmadow,,,460.0,,,,,30.0,,,afmadow
2001-07-01,Baardheere,,,1.5,,,,,400.0,,,baardheere
2001-07-01,Badhaadhe,,,1.05,,,,,75.0,,,badhaadhe
2001-07-01,Balcad,,,3.12,,,,,3.75,,,balcad
2001-07-01,Baraawe,,,960.0,,,,,,,,baraawe
2001-07-01,Baydhaba,,,50.0,,,,,1.0,,,baydhaba
2001-07-01,Belet Weyne,,,180.0,,,,,400.0,,,belet weyne
2001-07-01,Belet Xaawo,,,120.0,,,,,,,,belet xaawo
2001-07-01,Borama,,,300.0,,,,,1.32,,,borama
2001-07-01,Bu'aale,,,3.3,,,,,250.0,,,bu'aale
2001-07-01,Bulo Burto,,,300.0,,,,,240.0,,,bulo burto
2001-07-01,Burco,,,,,,,,,,,burco
2001-07-01,Buur Hakaba,,,60.0,,,,,1.3,,,buur hakaba
2001-07-01,Cadale,,,,,,,,28.0,,,cadale
2001-07-01,Ceel Bur,,,,,,,,,,,ceel buur
2001-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2001-07-01,Diinsoor,,,50.0,,,,,1.6,,,diinsoor
2001-07-01,Doolow,,,160.0,,,,,,,,doolow
2001-07-01,El berde,,,,,,,,100.0,,,ceel barde
2001-07-01,Garbaharey/Burdhuubo,,,706.0,,,,,,,,garbahaarey
2001-07-01,Gebiley,,,1.0,,,,,3.57,,,gebiley
2001-07-01,Hargeysa,,,250.0,,,,,1.08,,,hargeysa
2001-07-01,Hobyo,,,,,,,,,,,hobyo
2001-07-01,Jalalaqsi,,,360.0,,,,,120.0,,,jalalaqsi
2001-07-01,Jamaame,,,4.5,,,,,,,,jamaame
2001-07-01,Jilib,,,3.9,,,,,195.0,,,jilib
2001-07-01,Jowhar,,,8.56,,,,,4.0,,,jowhar
2001-07-01,Kismaayo,,,960.0,,,,,,,,kismaayo
2001-07-01,Kurtunwaarey,,,8.76,,,,,,,,kurtunwaarey
2001-07-01,Luuq,,,540.0,,,,,1.0,,,luuq
2001-07-01,Marka,,,26.82,,,,,,,,marka
2001-07-01,Owdweyne,,,5.0,,,,,200.0,,,owdweyne
2001-07-01,Qansax Dheere,,,100.0,,,,,1.5,,,qansax dheere
2001-07-01,Qoryooley,,,11.84,,,,,,,,qoryooley
2001-07-01,Rab Dhuure,,,,,,,,200.0,,,rab dhuure
2001-07-01,Saakow,,,1.8,,,,,2.25,,,saakow
2001-07-01,Sablaale,,,1.96,,,,,,,,sablaale
2001-07-01,Sheikh,,,,,,,,,,,sheikh
2001-07-01,Tayeeglow,,,23.0,,,,,700.0,,,tayeeglow
2001-07-01,Waajid,,,15.0,,,,,300.0,,,waajid
2001-07-01,Wanla weyn,,,,,,,,7.95,,,wanla weyn
2001-07-01,Xarardheere,,,,,,,,,,,xarardheere
2001-07-01,Xudur,,,24.0,,,,,500.0,,,xudur
2002-01-01,Adan Yabaal,,,,,,,,175.0,,,adan yabaal
2002-01-01,Afgooye,,,3.0,,,,,8.0,,,afgooye
2002-01-01,Afmadow,,,120.0,,,,,38.0,,,afmadow
2002-01-01,Baardheere,,,2.38,,,,,540.0,,,baardheere
2002-01-01,Badhaadhe,,,350.0,,,,,100.0,,,badhaadhe
2002-01-01,Balcad,,,4.0,,,,,3.0,,,balcad
2002-01-01,Baraawe,,,1.875,,,,,,,,baraawe
2002-01-01,Baydhaba,,,,,,,,16.0,,,baydhaba
2002-01-01,Belet Weyne,,,1.05,,,,,2.1,,,belet weyne
2002-01-01,Belet Xaawo,,,30.0,,,,,,,,belet xaawo
2002-01-01,Borama,,,,,,,,,,,borama
2002-01-01,Bu'aale,,,250.0,,,,,525.0,,,bu'aale
2002-01-01,Bulo Burto,,,750.0,,,,,4.0,,,bulo burto
2002-01-01,Burco,,,,,,,,,,,burco
2002-01-01,Buur Hakaba,,,,,,,,2.5,,,buur hakaba
2002-01-01,Cadale,,,,,,,,88.0,,,cadale
2002-01-01,Ceel Bur,,,,,,,,,,,ceel buur
2002-01-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2002-01-01,Diinsoor,,,,,,,,14.0,,,diinsoor
2002-01-01,Doolow,,,90.0,,,,,,,,doolow
2002-01-01,El berde,,,,,,,,50.0,,,ceel barde
2002-01-01,Garbaharey/Burdhuubo,,,385.0,,,,,,,,garbahaarey
2002-01-01,Gebiley,,,,,,,,,,,gebiley
2002-01-01,Hargeysa,,,,,,,,,,,hargeysa
2002-01-01,Hobyo,,,,,,,,,,,hobyo
2002-01-01,Jalalaqsi,,,1.2,,,,,2.4,,,jalalaqsi
2002-01-01,Jamaame,,,80.0,,,,,,,,jamaame
2002-01-01,Jilib,,,1.25,,,,,210.0,,,jilib
2002-01-01,Jowhar,,,10.0,,,,,4.5,,,jowhar
2002-01-01,Kismaayo,,,250.0,,,,,,,,kismaayo
2002-01-01,Kurtunwaarey,,,5.85,,,,,,,,kurtunwaarey
2002-01-01,Luuq,,,350.0,,,,,,,,luuq
2002-01-01,Marka,,,14.4,,,,,600.0,,,marka
2002-01-01,Owdweyne,,,,,,,,,,,owdweyne
2002-01-01,Qansax Dheere,,,,,,,,5.4,,,qansax dheere
2002-01-01,Qoryooley,,,7.0,,,,,680.0,,,qoryooley
2002-01-01,Rab Dhuure,,,,,,,,160.0,,,rab dhuure
2002-01-01,Saakow,,,320.0,,,,,945.0,,,saakow
2002-01-01,Sablaale,,,2.25,,,,,,,,sablaale
2002-01-01,Sheikh,,,,,,,,,,,sheikh
2002-01-01,Tayeeglow,,,100.0,,,,,700.0,,,tayeeglow
2002-01-01,Waajid,,,20.0,,,,,300.0,,,waajid
2002-01-01,Wanla weyn,,,,,,,,15.4,,,wanla weyn
2002-01-01,Xarardheere,,,,,,,,,,,xarardheere
2002-01-01,Xudur,,,20.0,,,,,600.0,,,xudur
2002-07-01,Adan Yabaal,,,,,,,,20.0,,,adan yabaal
2002-07-01,Afgooye,,,12.6,,,,,,,,afgooye
2002-07-01,Afmadow,,,220.0,,,,,10.0,,,afmadow
2002-07-01,Baardheere,,,823.0,,,,,2.533,,,baardheere
2002-07-01,Badhaadhe,,,600.0,,,,,40.0,,,badhaadhe
2002-07-01,Balcad,,,4.0,,,,,3.2,,,balcad
2002-07-01,Baraawe,,,6.0,,,,,,,,baraawe
2002-07-01,Baydhaba,,,3.7,,,,,19.74,,,baydhaba
2002-07-01,Belet Weyne,,,160.0,,,,,210.0,,,belet weyne
2002-07-01,Belet Xaawo,,,30.0,,,,,,,,belet xaawo
2002-07-01,Borama,,,360.0,,,,,1.0,,,borama
2002-07-01,Bu'aale,,,2.88,,,,,495.0,,,bu'aale
2002-07-01,Bulo Burto,,,200.0,,,,,,,,bulo burto
2002-07-01,Burco,,,,,,,,,,,burco
2002-07-01,Buur Hakaba,,,510.0,,,,,7.29,,,buur hakaba
2002-07-01,Cadale,,,,,,,,9.0,,,cadale
2002-07-01,Ceel Bur,,,,,,,,,,,ceel buur
2002-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2002-07-01,Diinsoor,,,1.35,,,,,17.39,,,diinsoor
2002-07-01,Doolow,,,60.0,,,,,,,,doolow
2002-07-01,El berde,,,,,,,,75.0,,,ceel barde
2002-07-01,Garbaharey/Burdhuubo,,,380.0,,,,,130.0,,,garbahaarey
2002-07-01,Gebiley,,,400.0,,,,,5.2,,,gebiley
2002-07-01,Hargeysa,,,320.0,,,,,1.4,,,hargeysa
2002-07-01,Hobyo,,,,,,,,,,,hobyo
2002-07-01,Jalalaqsi,,,100.0,,,,,,,,jalalaqsi
2002-07-01,Jamaame,,,4.8,,,,,,,,jamaame
2002-07-01,Jilib,,,4.2,,,,,113.0,,,jilib
2002-07-01,Jowhar,,,8.35,,,,,5.2,,,jowhar
2002-07-01,Kismaayo,,,800.0,,,,,,,,kismaayo
2002-07-01,Kurtunwaarey,,,16.1,,,,,,,,kurtunwaarey
2002-07-01,Luuq,,,90.0,,,,,,,,luuq
2002-07-01,Marka,,,38.5,,,,,,,,marka
2002-07-01,Owdweyne,,,,,,,,200.0,,,owdweyne
2002-07-01,Qansax Dheere,,,1.36,,,,,11.84,,,qansax dheere
2002-07-01,Qoryooley,,,15.3,,,,,300.0,,,qoryooley
2002-07-01,Rab Dhuure,,,,,,,,225.0,,,rab dhuure
2002-07-01,Saakow,,,2.1,,,,,1.8,,,saakow
2002-07-01,Sablaale,,,3.52,,,,,,,,sablaale
2002-07-01,Sheikh,,,,,,,,,,,sheikh
2002-07-01,Tayeeglow,,,15.0,,,,,300.0,,,tayeeglow
2002-07-01,Waajid,,,,,,,,180.0,,,waajid
2002-07-01,Wanla weyn,,,,,,,,8.4,,,wanla weyn
2002-07-01,Xarardheere,,,,,,,,,,,xarardheere
2002-07-01,Xudur,,,30.0,,,,,375.0,,,xudur
2003-01-01,Adan Yabaal,,,,,,,,275.0,,,adan yabaal
2003-01-01,Afgooye,,,6.6,,,,,8.4,,,afgooye
2003-01-01,Afmadow,,,150.0,,,,,50.0,,,afmadow
2003-01-01,Baardheere,,,1.428,,,,,6.0,,,baardheere
2003-01-01,Badhaadhe,,,210.0,,,,,80.0,,,badhaadhe
2003-01-01,Balcad,,,6.0,,,,,4.0,,,balcad
2003-01-01,Baraawe,,,800.0,,,,,,,,baraawe
2003-01-01,Baydhaba,,,,,,,,15.58,,,baydhaba
2003-01-01,Belet Weyne,,,1.2,,,,,4.8,,,belet weyne
2003-01-01,Belet Xaawo,,,180.0,,,,,50.0,,,belet xaawo
2003-01-01,Borama,,,,,,,,,,,borama
2003-01-01,Bu'aale,,,720.0,,,,,750.0,,,bu'aale
2003-01-01,Bulo Burto,,,1.2,,,,,3.0,,,bulo burto
2003-01-01,Burco,,,,,,,,,,,burco
2003-01-01,Buur Hakaba,,,,,,,,5.75,,,buur hakaba
2003-01-01,Cadale,,,,,,,,106.0,,,cadale
2003-01-01,Ceel Bur,,,,,,,,,,,ceel buur
2003-01-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2003-01-01,Diinsoor,,,,,,,,11.9,,,diinsoor
2003-01-01,Doolow,,,300.0,,,,,60.0,,,doolow
2003-01-01,El berde,,,8.0,,,,,75.0,,,ceel barde
2003-01-01,Garbaharey/Burdhuubo,,,265.0,,,,,510.0,,,garbahaarey
2003-01-01,Gebiley,,,,,,,,,,,gebiley
2003-01-01,Hargeysa,,,,,,,,,,,hargeysa
2003-01-01,Hobyo,,,,,,,,,,,hobyo
2003-01-01,Jalalaqsi,,,1.2,,,,,2.1,,,jalalaqsi
2003-01-01,Jamaame,,,270.0,,,,,,,,jamaame
2003-01-01,Jilib,,,720.0,,,,,100.0,,,jilib
2003-01-01,Jowhar,,,15.9,,,,,6.6,,,jowhar
2003-01-01,Kismaayo,,,175.0,,,,,,,,kismaayo
2003-01-01,Kurtunwaarey,,,4.51,,,,,,,,kurtunwaarey
2003-01-01,Luuq,,,700.0,,,,,150.0,,,luuq
2003-01-01,Marka,,,25.5,,,,,900.0,,,marka
2003-01-01,Owdweyne,,,,,,,,,,,owdweyne
2003-01-01,Qansax Dheere,,,,,,,,9.9,,,qansax dheere
2003-01-01,Qoryooley,,,4.41,,,,,750.0,,,qoryooley
2003-01-01,Rab Dhuure,,,175.0,,,,,320.0,,,rab dhuure
2003-01-01,Saakow,,,210.0,,,,,1.5,,,saakow
2003-01-01,Sablaale,,,1.44,,,,,,,,sablaale
2003-01-01,Sheikh,,,,,,,,,,,sheikh
2003-01-01,Tayeeglow,,,300.0,,,,,1.32,,,tayeeglow
2003-01-01,Waajid,,,,,,,,360.0,,,waajid
2003-01-01,Wanla weyn,,,,,,,,10.8,,,wanla weyn
2003-01-01,Xarardheere,,,,,,,,,,,xarardheere
2003-01-01,Xudur,,,375.0,,,,,840.0,,,xudur
2003-07-01,Adan Yabaal,,,,,,,,114.0,,,adan yabaal
2003-07-01,Afgooye,,,13.35,,,,,,,,afgooye
2003-07-01,Afmadow,,,978.0,,,,,30.0,,,afmadow
2003-07-01,Baardheere,,,2.16,,,,,1.35,,,baardheere
2003-07-01,Badhaadhe,,,1.274,,,,,18.0,,,badhaadhe
2003-07-01,Balcad,,,3.85,,,,,900.0,,,balcad
2003-07-01,Baraawe,,,3.5,,,,,,,,baraawe
2003-07-01,Baydhaba,,,3.0,,,,,10.15,,,baydhaba
2003-07-01,Belet Weyne,,,100.0,,,,,200.0,,,belet weyne
2003-07-01,Belet Xaawo,,,30.0,,,,,,,,belet xaawo
2003-07-01,Borama,,,1.068,,,,,3.045,,,borama
2003-07-01,Bu'aale,,,250.0,,,,,495.0,,,bu'aale
2003-07-01,Bulo Burto,,,100.0,,,,,150.0,,,bulo burto
2003-07-01,Burco,,,,,,,,,,,burco
2003-07-01,Buur Hakaba,,,600.0,,,,,7.2,,,buur hakaba
2003-07-01,Cadale,,,,,,,,72.0,,,cadale
2003-07-01,Ceel Bur,,,,,,,,,,,ceel buur
2003-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2003-07-01,Diinsoor,,,100.0,,,,,4.2,,,diinsoor
2003-07-01,Doolow,,,100.0,,,,,,,,doolow
2003-07-01,El berde,,,1.0,,,,,9.0,,,ceel barde
2003-07-01,Garbaharey/Burdhuubo,,,470.0,,,,,315.0,,,garbahaarey
2003-07-01,Gebiley,,,1.736,,,,,18.365,,,gebiley
2003-07-01,Hargeysa,,,475.0,,,,,3.132,,,hargeysa
2003-07-01,Hobyo,,,,,,,,,,,hobyo
2003-07-01,Jalalaqsi,,,300.0,,,,,40.0,,,jalalaqsi
2003-07-01,Jamaame,3.3,,3.3,,,,,,,,jamaame
2003-07-01,Jilib,,,2.0,,,,,38.0,,,jilib
2003-07-01,Jowhar,,,9.65,,,,,1.5,,,jowhar
2003-07-01,Kismaayo,,,800.0,,,,,,,,kismaayo
2003-07-01,Kurtunwaarey,,,11.5,,,,,,,,kurtunwaarey
2003-07-01,Luuq,,,240.0,,,,,,,,luuq
2003-07-01,Marka,,,40.85,,,,,,,,marka
2003-07-01,Owdweyne,,,10.0,,,,,385.0,,,owdweyne
2003-07-01,Qansax Dheere,,,800.0,,,,,3.0,,,qansax dheere
2003-07-01,Qoryooley,,,15.638,,,,,80.0,,,qoryooley
2003-07-01,Rab Dhuure,,,16.0,,,,,31.0,,,rab dhuure
2003-07-01,Saakow,,,180.0,,,,,2.4,,,saakow
2003-07-01,Sablaale,,,3.2,,,,,,,,sablaale
2003-07-01,Sheikh,,,,,,,,,,,sheikh
2003-07-01,Tayeeglow,,,19.0,,,,,45.0,,,tayeeglow
2003-07-01,Waajid,,,,,,,,162.0,,,waajid
2003-07-01,Wanla weyn,,,,,,,,5.2,,,wanla weyn
2003-07-01,Xarardheere,,,,,,,,,,,xarardheere
2003-07-01,Xudur,,,20.0,,,,,33.0,,,xudur
2004-01-01,Adan Yabaal,,,,,,,,3.0,,,adan yabaal
2004-01-01,Afgooye,,,5.4,,,,,3.0,,,afgooye
2004-01-01,Afmadow,,,150.0,,,,,30.0,,,afmadow
2004-01-01,Baardheere,,,1.25,,,,,5.7,,,baardheere
2004-01-01,Badhaadhe,,,200.0,,,,,28.0,,,badhaadhe
2004-01-01,Balcad,,,3.6,,,,,5.0,,,balcad
2004-01-01,Baraawe,,,250.0,,,,,,,,baraawe
2004-01-01,Baydhaba,,,500.0,,,,,5.0,,,baydhaba
2004-01-01,Belet Weyne,,,150.0,,,,,1.2,,,belet weyne
2004-01-01,Belet Xaawo,,,30.0,,,,,30.0,,,belet xaawo
2004-01-01,Borama,,,,,,,,,,,borama
2004-01-01,Bu'aale,,,320.0,,,,,750.0,,,bu'aale
2004-01-01,Bulo Burto,,,280.0,,,,,1.0,,,bulo burto
2004-01-01,Burco,,,,,,,,,,,burco
2004-01-01,Buur Hakaba,,,400.0,,,,,2.5,,,buur hakaba
2004-01-01,Cadale,,,,,,,,3.0,,,cadale
2004-01-01,Ceel Bur,,,,,,,,,,,ceel buur
2004-01-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2004-01-01,Diinsoor,,,400.0,,,,,12.0,,,diinsoor
2004-01-01,Doolow,,,80.0,,,,,30.0,,,doolow
2004-01-01,El berde,,,,,,,,,,,ceel barde
2004-01-01,Garbaharey/Burdhuubo,,,184.0,,,,,76.0,,,garbahaarey
2004-01-01,Gebiley,,,,,,,,,,,gebiley
2004-01-01,Hargeysa,,,,,,,,,,,hargeysa
2004-01-01,Hobyo,,,,,,,,,,,hobyo
2004-01-01,Jalalaqsi,,,200.0,,,,,640.0,,,jalalaqsi
2004-01-01,Jamaame,,,240.0,,,,,,,,jamaame
2004-01-01,Jilib,,,920.0,,,,,,,,jilib
2004-01-01,Jowhar,,,7.8,,,,,1.4,,,jowhar
2004-01-01,Kismaayo,,,200.0,,,,,,,,kismaayo
2004-01-01,Kurtunwaarey,,,3.85,,,,,,,,kurtunwaarey
2004-01-01,Luuq,,,280.0,,,,,100.0,,,luuq
2004-01-01,Marka,,,14.0,,,,,450.0,,,marka
2004-01-01,Owdweyne,,,,,,,,,,,owdweyne
2004-01-01,Qansax Dheere,,,800.0,,,,,10.0,,,qansax dheere
2004-01-01,Qoryooley,,,5.5,,,,,800.0,,,qoryooley
2004-01-01,Rab Dhuure,,,,,,,,,,,rab dhuure
2004-01-01,Saakow,,,320.0,,,,,1.5,,,saakow
2004-01-01,Sablaale,,,490.0,,,,,,,,sablaale
2004-01-01,Sheikh,,,,,,,,,,,sheikh
2004-01-01,Tayeeglow,,,,,,,,,,,tayeeglow
2004-01-01,Waajid,,,,,,,,363.0,,,waajid
2004-01-01,Wanla weyn,,,,,,,,6.4,,,wanla weyn
2004-01-01,Xarardheere,,,,,,,,,,,xarardheere
2004-01-01,Xudur,,,,,,,,,,,xudur
2004-07-01,Adan Yabaal,,,,,,,,,,,adan yabaal
2004-07-01,Afgooye,,,13.75,,,,,,,,afgooye
2004-07-01,Afmadow,,,15.0,,,,,25.0,,,afmadow
2004-07-01,Baardheere,,,1.5,,,,,2.88,,,baardheere
2004-07-01,Badhaadhe,,,240.0,,,,,45.0,,,badhaadhe
2004-07-01,Balcad,,,4.8,,,,,,,,balcad
2004-07-01,Baraawe,,,1.8,,,,,,,,baraawe
2004-07-01,Baydhaba,,,2.4,,,,,7.5,,,baydhaba
2004-07-01,Belet Weyne,,,240.0,,,,,540.0,,,belet weyne
2004-07-01,Belet Xaawo,,,24.0,,,,,,,,belet xaawo
2004-07-01,Borama,,,840.0,,,,,3.75,,,borama
2004-07-01,Bu'aale,,,180.0,,,,,99.0,,,bu'aale
2004-07-01,Bulo Burto,,,900.0,,,,,1.2,,,bulo burto
2004-07-01,Burco,,,48.0,,,,,112.0,,,burco
2004-07-01,Buur Hakaba,,,900.0,,,,,5.4,,,buur hakaba
2004-07-01,Cadale,,,,,,,,,,,cadale
2004-07-01,Ceel Bur,,,,,,,,,,,ceel buur
2004-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2004-07-01,Diinsoor,,,400.0,,,,,5.2,,,diinsoor
2004-07-01,Doolow,,,40.0,,,,,,,,doolow
2004-07-01,El berde,,,,,,,,16.0,,,ceel barde
2004-07-01,Garbaharey/Burdhuubo,,,34.0,,,,,7.0,,,garbahaarey
2004-07-01,Gebiley,,,1.26,,,,,8.4,,,gebiley
2004-07-01,Hargeysa,,,480.0,,,,,775.0,,,hargeysa
2004-07-01,Hobyo,,,,,,,,,,,hobyo
2004-07-01,Jalalaqsi,,,1.4,,,,,150.0,,,jalalaqsi
2004-07-01,Jamaame,,,106.0,,,,,,,,jamaame
2004-07-01,Jilib,,,720.0,,,,,,,,jilib
2004-07-01,Jowhar,,,10.4,,,,,2.3,,,jowhar
2004-07-01,Kismaayo,,,160.0,,,,,,,,kismaayo
2004-07-01,Kurtunwaarey,,,14.86,,,,,,,,kurtunwaarey
